local_timezone,timestamp,device_id,screen_status,local_date_time,local_date,local_time,local_hour,local_minute,assigned_segments
Europe/Berlin,1763069781453,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-13 22:36:21,2025-11-13,22:36:21,22,36,"[allday_RR1SS#2025-11-13 00:00:00,2025-11-14 00:00:00;1762988400000,1763074800999]|[night_RR0SS#2025-11-13 22:00:00,2025-11-14 05:00:00;1763067600000,1763092800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763098801330,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 06:40:01,2025-11-14,06:40:01,6,40,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763098815855,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 06:40:15,2025-11-14,06:40:15,6,40,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763098815879,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 06:40:15,2025-11-14,06:40:15,6,40,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763099401846,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 06:50:01,2025-11-14,06:50:01,6,50,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763099413739,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 06:50:13,2025-11-14,06:50:13,6,50,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763099413754,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 06:50:13,2025-11-14,06:50:13,6,50,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763099432690,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 06:50:32,2025-11-14,06:50:32,6,50,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763099435385,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 06:50:35,2025-11-14,06:50:35,6,50,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763099445069,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 06:50:45,2025-11-14,06:50:45,6,50,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763099445088,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 06:50:45,2025-11-14,06:50:45,6,50,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763100002197,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 07:00:02,2025-11-14,07:00:02,7,0,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763100013138,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 07:00:13,2025-11-14,07:00:13,7,0,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763100013155,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 07:00:13,2025-11-14,07:00:13,7,0,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763102038950,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 07:33:58,2025-11-14,07:33:58,7,33,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763102040919,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 07:34:00,2025-11-14,07:34:00,7,34,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763102533308,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 07:42:13,2025-11-14,07:42:13,7,42,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763102533335,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 07:42:13,2025-11-14,07:42:13,7,42,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763103798891,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 08:03:18,2025-11-14,08:03:18,8,3,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763103801934,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 08:03:21,2025-11-14,08:03:21,8,3,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763103807781,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 08:03:27,2025-11-14,08:03:27,8,3,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763103807795,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 08:03:27,2025-11-14,08:03:27,8,3,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763104379171,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 08:12:59,2025-11-14,08:12:59,8,12,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763104380645,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 08:13:00,2025-11-14,08:13:00,8,13,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763104463524,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 08:14:23,2025-11-14,08:14:23,8,14,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763104463550,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 08:14:23,2025-11-14,08:14:23,8,14,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763108931379,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 09:28:51,2025-11-14,09:28:51,9,28,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763108933222,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 09:28:53,2025-11-14,09:28:53,9,28,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763109182186,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 09:33:02,2025-11-14,09:33:02,9,33,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763109182208,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 09:33:02,2025-11-14,09:33:02,9,33,"[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[morning_RR0SS#2025-11-14 05:00:00,2025-11-14 12:00:00;1763092800000,1763118000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763119770699,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 12:29:30,2025-11-14,12:29:30,12,29,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763119772004,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 12:29:32,2025-11-14,12:29:32,12,29,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763119890243,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 12:31:30,2025-11-14,12:31:30,12,31,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763119890261,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 12:31:30,2025-11-14,12:31:30,12,31,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763119903726,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 12:31:43,2025-11-14,12:31:43,12,31,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763119905492,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 12:31:45,2025-11-14,12:31:45,12,31,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763119905505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 12:31:45,2025-11-14,12:31:45,12,31,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120071075,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 12:34:31,2025-11-14,12:34:31,12,34,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120073834,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 12:34:33,2025-11-14,12:34:33,12,34,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120088185,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 12:34:48,2025-11-14,12:34:48,12,34,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120088201,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 12:34:48,2025-11-14,12:34:48,12,34,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120510362,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 12:41:50,2025-11-14,12:41:50,12,41,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120512040,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 12:41:52,2025-11-14,12:41:52,12,41,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120512056,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 12:41:52,2025-11-14,12:41:52,12,41,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120698053,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 12:44:58,2025-11-14,12:44:58,12,44,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120698582,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 12:44:58,2025-11-14,12:44:58,12,44,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120707342,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 12:45:07,2025-11-14,12:45:07,12,45,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763120707357,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 12:45:07,2025-11-14,12:45:07,12,45,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763129205337,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 15:06:45,2025-11-14,15:06:45,15,6,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763129206733,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 15:06:46,2025-11-14,15:06:46,15,6,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763129206751,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 15:06:46,2025-11-14,15:06:46,15,6,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763129207234,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 15:06:47,2025-11-14,15:06:47,15,6,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763129208048,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 15:06:48,2025-11-14,15:06:48,15,6,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763129284592,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 15:08:04,2025-11-14,15:08:04,15,8,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763129284665,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 15:08:04,2025-11-14,15:08:04,15,8,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763133928808,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 16:25:28,2025-11-14,16:25:28,16,25,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763133929975,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-14 16:25:29,2025-11-14,16:25:29,16,25,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763134215310,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 16:30:15,2025-11-14,16:30:15,16,30,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763134215340,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-14 16:30:15,2025-11-14,16:30:15,16,30,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763134327784,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-14 16:32:07,2025-11-14,16:32:07,16,32,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1763134337911,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-14 16:32:17,2025-11-14,16:32:17,16,32,"[afternoon_RR0SS#2025-11-14 12:00:00,2025-11-14 17:00:00;1763118000000,1763136000999]|[allday_RR0SS#2025-11-14 00:00:00,2025-11-15 00:00:00;1763074800000,1763161200999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
