local_timezone,timestamp,device_id,screen_status,local_date_time,local_date,local_time,local_hour,local_minute,assigned_segments
Europe/Berlin,1759310507821,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 11:21:47,2025-10-01,11:21:47,11,21,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759310753477,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 11:25:53,2025-10-01,11:25:53,11,25,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759310753488,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 11:25:53,2025-10-01,11:25:53,11,25,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759310905079,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 11:28:25,2025-10-01,11:28:25,11,28,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759310907262,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 11:28:27,2025-10-01,11:28:27,11,28,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759312202771,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 11:50:02,2025-10-01,11:50:02,11,50,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759312684770,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 11:58:04,2025-10-01,11:58:04,11,58,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759312719803,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 11:58:39,2025-10-01,11:58:39,11,58,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759312719814,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 11:58:39,2025-10-01,11:58:39,11,58,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759312771101,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 11:59:31,2025-10-01,11:59:31,11,59,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
