"episode_id","episode","device_id","screen_sequence","start_timestamp","end_timestamp","timestamp"
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240676069,1759240736068,1759240676069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240676069,1759240736068,1759240736068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240736069,1759240796068,1759240736069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240736069,1759240796068,1759240796068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240796069,1759240856068,1759240796069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240796069,1759240856068,1759240856068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240856069,1759240896710,1759240856069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240856069,1759240896710,1759240896710
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241085735,1759241145734,1759241085735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241085735,1759241145734,1759241145734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241145735,1759241205734,1759241145735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241145735,1759241205734,1759241205734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241205735,1759241265734,1759241205735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241205735,1759241265734,1759241265734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241265735,1759241325734,1759241265735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241265735,1759241325734,1759241325734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241325735,1759241385734,1759241325735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241325735,1759241385734,1759241385734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241385735,1759241445734,1759241385735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241385735,1759241445734,1759241445734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241445735,1759241505734,1759241445735
