"episode_id","episode","device_id","screen_sequence","start_timestamp","end_timestamp"
480,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759741665676,1759742659450
487,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759744195836,1759744804414
490,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759745175024,1759745183109
495,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759747541880,1759748178728
502,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759749175472,1759750641895
505,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759751652624,1759753322960
508,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759753818397,1759754434332
511,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759754908429,1759754944947
514,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759755321891,1759755331763
517,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759755508450,1759756176696
522,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759756796623,1759756803547
525,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759758160162,1759758648502
530,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759759214273,1759761536410
533,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759761960851,1759762986134
540,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759765954528,1759766648106
543,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759767090888,1759767814899
548,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759768967896,1759769109126
551,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759774849019,1759775352073
554,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759775580503,1759775763510
557,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759775856186,1759776467232
560,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759777221331,1759778107006
563,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759778772446,1759779161731
566,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759780269001,1759780387585
571,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759781563068,1759781781316
574,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759782024732,1759782040020
579,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759782084214,1759782460951
583,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759782568948,1759782588681
586,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759782602096,1759788714610
597,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759819761853,1759820298044
600,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759821605198,1759821891890
603,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759822201508,1759822893972
606,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759822971125,1759823260179
609,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759823261210,1759823377558
612,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759823638961,1759823658489
615,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759823735042,1759823840070
620,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759823911454,1759823938662
623,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759824556257,1759824569002
626,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759824604732,1759824897792
629,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759825195709,1759825203213
632,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759825222954,1759825325961
635,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759825537443,1759825568258
638,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759825582922,1759825709066
641,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759826814085,1759826816125
644,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759826848697,1759826866210
